"Halifax County High School","US","VA","South Boston","http://ww2.halifax.k12.va.us/education/school/school.php?sectionid=2&PHPSESSID=0951aa0b265301d25fcc05d893e12e74"
"North Harris College","US","TX","Houston","http://northharriscollege.com/"
"Central Bucks High School West","US","PA","Doylestown","http://www.cbsd.org"
"Millard South High School","US","NE","Omaha","http://www.mpsomaha.org/mshs/index.htm"
"John A. Brashear High School","US","PA","Pittsburgh",""
"University of Toronto, Saint George Campus","CA","On","Toronto","http://www.utoronto.ca"
"Forest Hills High School","US","NY","Forest Hills","http://www.fhhsweb.org/index/content/action/welcome"
"Early College at Guilford","US","NC","Greensboro","http://ghoulunatics.freeloadmp3.com/"
"North Salem High School","US","OR","Salem",""
"University of South Carolina","US","SC","Aiken","http://www.usca.edu"
"Hathaway Brown School","US","OH","Shaker Heights","http://www.hb.edu"
"Proviso West High School","US","IL","Hillside",""
"Richland High School","US","TX","North Richland Hills",""
"Albemarle High School","US","VA","Charlottesville",""
"William Fleming High School","US","VA","Roanoke",""
"Nelson High School","CA","On","Burlington","http://nel.hdsb.ca"
"John Foster Dulles High School","US","TX","Sugar Land","http://www.fortbend.k12.tx.us/campuses/dhs/default.cfm"
"Omaha Central High School","US","NE","Omaha",""
"Murray High School","US","UT","Murray","http://www.mury.k12.ut.us/MHS"
"Taunton High School","US","MA","Taunton","http://www.tauntonschools.org"
"Redondo Union High School","US","CA","Redondo Beach","http://ruhs.bnet.org/"
"Cienega High School","US","AZ","Vail","http://chs.vail.k12.az.us"
"Nova Scotia College of Art and Design","CA","Ns","Halifax",""
"Gaither High School","US","FL","Tampa",""
"Marion High School","US","IL","Marion",""
"Bellarmine Preparatory School","US","WA","Tacoma",""
"Texas A&M University","US","TX","College Station","http://www.tamu.edu/"
"Fairmont State University","US","WV","Fairmont","http://www.fairmontstate.edu"
"Kettering Fairmont High School","US","OH","Kettering","http://kettering.k12.oh.us/schools/hskf/hskf.html"
"Rock Hill High School","US","SC","Rock Hill",""
"Sullivan Heights Secondary School","CA","Bc","Surrey","http://www.sullivanheights.com"
"University of Alaska","US","AK","Fairbanks","http://www.uaf.edu/"
"Hendersonville High School","US","TN","Hendersonville","http://www.hendersonvillehighschool.com"
"Bishop Lynch Catholic High School","US","TX","Dallas","http://www.bishoplynch.org"
"Plesant Valley High School","US","CA","Chico",""
"University of Massachussettes","US","MA","Amherst","http://www.umass.edu"
"Yale Secondary School","CA","Bc","Abbotsford","http://www.yalesecondary.com"
"High Point University","US","NC","High Point",""
"Pontiac Northern High School","US","MI","Pontiac",""
"Edinburg High School","US","TX","Edinburg",""
"Eirias High School","UK","","Colwyn Bay","http://www.eirias.co.uk/"
"Celebration High School","US","FL","Celebration",""
"Socorro High School","US","TX","El Paso",""
"Goulburn Valley Grammar School","AU","Vic","Shepparton","http://www.gvgs.vic.edu.au"
"Valdosta State University","US","GA","Valdosta","http://www.valdosta.edu"
"Randolph-Macon College","US","VA","Ashland","http://www.rmc.edu"
"Cumberland Regional High School","US","NJ","Seabrook","http://www.crhsd.org"
"Southwest High School","US","WI","Green Bay",""
"Southwest Baptist University","US","MO","Bolivar","http://www.sbuniv.edu"
"Des Moines Area Community College","US","IA","Ankeny",""
"Paradise Valley High School","US","AZ","Phoenix",""
"Morehead State University","US","KY","Morehead","http://www.moreheadstate.edu"
"Marywood University","US","PA","Scranton","http://www.marywood.edu"
"McMaster University","CA","On","Hamilton","http://www.mcmaster.ca"
"Adams City High School","US","CO","Commerce City",""
"College of Santa Fe","US","NM","Santa Fe",""
"Maconaquah High School","US","IN","Bunker Hill",""
"Ryerson University","CA","Ont","Toronto","http://www.ryerson.ca"
"Mounds Park Academy","US","MN","Maplewood","http://www.moundsparkacademy.org"
"Caprock High School","US","TX","Amarillo",""
"Yucaipa High School","US","CA","Yucaipa","http://www.ycjusd.k12.ca.us/schools/yhs.html"
"Alhambra High School","US","AZ","Phoenix","http://www.phxhs.k12.az.us/education/school/school.php?sectionid=2"
"Portage High School","US","IN","Portage",""
"Thompson High School","US","AL","Alabaster",""
"Columbus High School","US","IA","Waterloo","http://columbushigh.org/index.shtml"
"Specs Howard School of Broadcast Arts","US","MI","Southfield","http://www.specshoward.edu/"
"Hong Kong International School","HK","","Hong Kong","http://dragonnet.hkis.edu.hk/"
"North High School","US","NE","Omaha","http://www.ops.org/north/"
"State University of New York College","US","NY","Potsdam","http://www.potsdam.edu"
"Illinois State University","US","IL","Bloomington-Normal","http://www.ilstu.edu"
"University of Wales","UK","","Swansea","http://www.swan.ac.uk"
"Muskegon Community College","US","MI","Muskegon","http://www.muskegon.cc.mi.us/"
"Rio Mesa High School","US","CA","Oxnard","http://www.ouhsd.k12.ca.us/sites/rmhs/rmhs.htm"
"Columbia College","US","IL","Chicago","http://www.colum.edu"
"Red Land High School","US","PA","Lewisberry",""
"West Rowan High School","US","NC","Mt. Ulla",""
"Huron High School","US","MI","Ann Arbor",""
"Flagstaff Arts and Leadership Academy","US","AZ","Flagstaff",""
"West Bloomfield High School","US","MI","West Bloomfield",""
"South San Francisco High School","US","CA","South San Francisco",""
"Troy Buchanan High School","US","MO","Troy","http://www.troy.k12.mo.us/"
"Applecross High School","AU","Wa","Perth","http://www.axnet.wa.edu.au/"
"Blue Springs High School","US","MO","Blue Springs",""
"Fayetteville State University","US","NC","Fayetteville",""
"Cornish College of the Arts","US","WA","Seattle","http://cornish.edu/"
"Dubach High School","US","LA","Dubach",""
"L. V. Hightower High School","US","TX","Missouri City",""
"Ardmore High School","US","AL","Ardmore","http://www.ardmorehigh.org/"
"Herbert H. Lehman High School","US","NY","Bronx","http://lehmanhs.com"
"University of Washington","US","WA","Tacoma","http://www.tacoma.washington.edu"
"Brown College","US","MN","Mendota Heights","http://www.browncollege.edu"
"Thomas Haney Secondary School","CA","Bc","Maple Ridge",""
"Rutgers, the State University of New Jersey","US","NJ","New Brunswick","http://www.rutgers.edu"
"Sir Winston Churchill High School","CA","Ab","Calgary",""
"Caribou High School","US","ME","Caribou","http://www.caribou.k12.me.us/Secondary/Chs/chs.html"
"Great Mills High School","US","MD","Great Mills","http://www.smcps.k12.md.us/gmhs/"
"Woodrow Wilson High School","US","VA","Portsmouth",""
"Sacred Heart Catholic High School","CA","Ont","Newmarket",""
"Columbia University","US","NY","New York City","http://www.columbia.edu"
"Las Vegas High School","US","NV","Las Vegas","http://www.ccsd.net/schools/lvhs/"
"Fontbonne Hall Academy","US","NY","Brooklyn",""
"Carson-Newman College","US","TN","Jefferson City","http://www.cn.edu"
"Fine Arts Center","US","SC","Greenville","http://www.fineartscenter.net/"
"Oakmont Regional High School","US","MA","Ashburnham",""
"Z.B. Vance High School","US","NC","Charlotte",""
"Freedom High School","US","NC","Morganton",""
"Lee County High School","US","NC","Sanford",""
"Victor Valley Community College","US","CA","Victorville","http://www.victor.cc.ca.us/"
"Vincent Massey High School","CA","Mb","Brandon","http://www.brandonsd.mb.ca/massey/"
"Manchester High School Central","US","NH","Manchester","http://www.mansd.org/central/"
"Collins Hill High School","US","GA","Lawrenceville",""
"Allentown High School","US","NJ","Allentown","http://www.ufrsd.net/ahs/"
"Kilgore College","US","TX","Kilgore","http://www.kilgore.edu/"
"Lakeside High School","US","GA","Atlanta",""
"College of Westchester","US","NY","White Plains","http://www.cw.edu"
"Morristown High School","US","NJ","Morristown",""
"Bayside High School","US","VA","Virginia Beach","http://www.baysidehs.vbcps.k12.va.us/"
"Bancroft School","US","MA","Worcester","http://www.bancroftschool.org"
"Green High School","US","OH","Uniontown",""
"Trinity Western University","CA","Bc","Langley","http://www.twu.ca/"
"Windermere Secondary School","CA","Bc","Vancouver","http://windermere.vsb.bc.ca"
"Belridge High School","AU","Wa","Perth",""
"Mount San Antonio College","US","CA","Walnut","http://www.mtsac.edu"
"Waverly High School","US","MI","Lansing",""
"Georgetown Day School","US","DC","Washington",""
"Sprayberry High School","US","GA","Marietta",""
"Melvindale High School","US","MI","Melvindale",""
"Columbus State Community College","US","OH","Columbus","http://www.cscc.edu/"
"Green Fields Country Day School","US","AZ","Tucson","http://www.greenfields.org/"
"Monterey High School","US","TX","Lubbock",""
"Communications Arts High School","US","TX","San Antonio","http://www.nisd.net/communicationsarts/"
"Franklin Pierce College","US","NH","Rindge","http://www.fpc.edu"
"Salem State College","US","MA","Salem",""
"Boston Architectural Center","US","MA","Boston","http://www.the-bac.edu"
"Hoover High School","US","AL","Hoover",""
"Catawba College","US","NC","Salisbury","http://www.catawba.edu"
"Irvin High School","US","TX","El Paso",""
"St. Leo University","US","FL","St. Leo","http://www.saintleo.edu"
"Chapman High School","US","SC","Inman",""
"Bialik High School","CA","Qc","Montreal","http://www.bialik.netaxis.qc.ca"
"Chicago Academy for the Arts","US","IL","Chicago","http://www.chicagoacademyforthearts.org/"
"Beloit College","US","WI","Beloit","http://www.beloit.edu"
"David Starr Jordan High School","US","CA","Long Beach",""
"Fayetteville High School East Campus","US","AR","Fayetteville","http://fayar.net"
"Stuyvesant High School","US","NY","New York","http://stuy.edu"
"Tompkins Cortland Community College","US","NY","Dryden",""
"University of Exeter","UK","","Exeter","http://www.ex.ac.uk"
"Miramonte High School","US","CA","Orinda",""
"Clements High School","US","TX","Sugar Land",""
"Forest Ridge School of the Sacred Heart","US","WA","Bellevue","http://www.forestridge.org/"
"Naples High School","US","FL","Naples","http://www.collier.k12.fl.us/nhs/index.html"
"Northland Pines High School","US","WI","Eagle River",""
"Fuller Theological Seminary","US","CA","Pasadena",""
"Traverse City Saint Francis High School","US","MI","Traverse City","http://www.gtacs.org"
"Field School","US","DC","Washington",""
"Strathcona Composite High School","CA","Ab","Edmonton","http://www.strathconachs.com/"
"Le Mars Community High School","US","IA","Le Mars",""
"State Univerisity of New York","US","NY","Oswego","http://www.oswego.edu"
"St. Mary-Of-The-Woods College","US","IN","Terre Haute","http://http"
"McHenry County College","US","IL","Crystal Lake","http://www.mchenry.edu/"
"Colonel By Secondary School","CA","On","Ottawa","http://www.colonelby.com"
"Hartford High School","US","VT","White River Junction",""
"Corvallis High School","US","OR","Corvallis","http://www2.corvallis.k12.or.us/chs/"
"Memorial University of Newfoundland and Labrador","CA","Nl","St. John's","http://www.mun.ca"
"Salesianum School","US","DE","Wilmington","http://www.salesianum.org"
"Niagara College of Applied Arts and Technology","CA","On","Welland",""
"Columbus High School","US","GA","Columbus",""
"Hamden High School","US","CT","Hamden","http://www.hs.hamden.org/"
"Deland High School","US","FL","Deland","http://www.schools.k12.fl.us/delandhigh/"
"University of Newcastle Upon Tyne","UK","","Newcastle","http://www.newcastle.ac.uk/"
"Eastern New Mexico University","US","NM","Portales","http://www.enmu.edu"
"Kendrick High School","US","GA","Columbus","http://kendrick.mcsdga.net/"
"Conwell-Egan Catholic High School","US","PA","Fairless Hills","http://www.conwell-egan.org/"
"Central Kitsap High School","US","WA","Silverdale",""
"Muskegon High School","US","MI","Muskegon","http://www.muskegonhighschool.com"
"Eastern Kentucky University","US","KY","Richmond",""
"Bonita Vista High School","US","CA","Chula Vista","http://www.suhsd.k12.ca.us/schools_main.asp"
"Alfred M. Barbe High School","US","LA","Lake Charles",""
"Hornsby Girls High School","AU","Nsw","Hornsby","http://www.hornsbygir-h.schools.nsw.edu.au/"
"School of Visual Arts","US","NY","New York City","http://schoolofvisualarts.edu"
"St. Charles Community College","US","MO","St. Charles","http://www.stchas.edu/"
"Agnes Scott College","US","GA","Decatur","http://agnesscott.edu"
"Cambridge Rindge and Latin School","US","MA","Cambridge","http://www.cpsd.us/crls/"
"Harlem High School","US","IL","Machesney Park",""
"Romeoville High School","US","IL","Romeoville",""
"Marshalltown Community College","US","IA","Marshalltown","http://www.iavalley.cc.ia.us/mcc/"
"Lansing Community College","US","MI","Lansing","http://lcc.edu"
"Corona Del Mar High School","US","CA","Newport Beach","http://cdmhs.nmusd.k12.ca.us/"
"Black River Public School","US","MI","Holland","http://www.blackriver.spfs.k12.mi.us/"
"Towson University","US","MD","Baltimore",""
"Mount Ararat High School","US","ME","Topsham",""
"Warwick Veterans Memorial High School","US","RI","Warwick",""
"Pensacola Junior College","US","FL","Pensacola","http://www.pjc.edu"
"Coral Springs High School","US","FL","Coral Springs",""
"Lambton Central Collegiate and Vocational Institute","CA","On","Petrolia",""
"Cy-Fair High School","US","TX","Cypress",""
"St. Agnes Academy","US","TX","Houston","http://www.st-agnes.org"
"Willoughby South High School","US","OH","Willoughby","http://www.willoughby-eastlake.k12.oh.us/south/"
"Gresham High School","US","OR","Gresham",""
"General Amherst High School","CA","Ont","Amherstburg",""
"Springfield Central High School","US","MA","Springfield",""
"North Shore High School","US","TX","Houston",""
"Notre Dame Catholic High School","US","CT","Fairfield",""
"Chamblee Charter High School","US","GA","Chamblee",""
"Mirabeau B. Lamar High School","US","TX","Houston",""
"Runnymede Collegiate Institute","CA","On","Toronto","http://www.runnymedecollegiate.com"
"Easton Area High School","US","PA","Easton",""
"Northern Secondary School","CA","On","Toronto",""
"Vicksburg High School","US","MS","Vicksburg",""
"Oregon Episcopal School","US","OR","Portland","http://www.oes.edu"
"Alexander Mackenzie High School","CA","On","Richmond Hill",""
"Capitol College","US","MD","Laurel","http://www.capitol-college.edu"
"Royal Melbourne Institute of Technology University","AU","Vic","Melbourne","http://www.rmit.edu.au/"
"Thomas Johnson High School","US","MD","Frederick","http://gtjhs.fcps.org"
"Manchester Memorial High School","US","NH","Manchester",""
"Chattanooga High School Center for Creative Arts","US","TN","Chattanooga","http://www.hcde.org/schools/highschools/cca/cca.htm"
"International Academy of Design and Technology","US","PA","Pittsburgh",""
"Oak Ridge High School","US","FL","Orlando",""
"Depauw University","US","IN","Greencastle","http://www.depauw.edu/"
"Somerset High School","US","MA","Somerset",""
"Edinburgh University","UK","","Edinburgh","http://www.ed.ac.uk"
"Girls Preparatory School","US","TN","Chattanooga","http://www.gps.edu"
"Spanish River High School","US","FL","Boca Raton","http://www.palmbeach.k12.fl.us/SpanishRiverHS/"
"Pennridge High School","US","PA","Perkasie","http://www.bciu.k12.pa.us/pennridge/phs/phs.htm"
"Brandywine Heights High School","US","PA","Topton","http://www.bhasd.k12.pa.us/highschool/main-shs.htm"
"Meade High School","US","MD","Fort Meade",""
"Eureka College","US","IL","Eureka","http://www.eureka.edu"
"Lynnwood High School","US","WA","Lynnwood",""
"Margaret Barbour Collegiate Institute","CA","Mb","The Pas",""
"Pepperdine University","US","CA","Malibu","http://www.pepperdine.edu"
"Valhalla High School","US","CA","El Cajon","http://valhalla.guhsd.net/"
"Shawnee Mission South High School","US","KS","Overland Park","http://www.smsd.org/schools/smsouth/"
"Helsinki University of Technology","FI","","Espoo","http://www.hut.fi"
"Palo Verde High School","US","AZ","Tucson",""
"Baldwin School","US","PA","Bryn Mawr",""
"Hennepin Technical College","US","MN","Eden Prairie","http://www.hennepintech.edu"
"Thomas S. Wootton High School","US","MD","Rockville","http://www.mcps.k12.md.us/schools/woottonhs/"
"Rio Grande High School","US","NM","Albuquerque",""
"Oral Roberts University","US","OK","Tulsa","http://www.oru.edu"
"A. G. West Black Hills High School","US","WA","Tumwater",""
"Mariner High School","US","WA","Everett",""
"Fayetteville High School","US","AR","Fayetteville","http://www.fayar.net/"
"Bethlehem High School","US","KY","Bardstown","http://www.bethlehemhigh.org/"
"Wayne High School","US","NE","Wayne","http://schools.waynene.org/district/"
"Ravenna High School","US","OH","Ravenna","http://www.ravenna.portage.k12.oh.us/"
"Cranston High School East","US","RI","Cranston","http://www.cpsed.net/chse"
"Camden County College","US","NJ","Blackwood","http://www.camdencc.edu"
"Harlem High School","US","GA","Harlem",""
"Toledo School for the Arts","US","OH","Toledo",""
"Eastern Connecticut State University","US","CT","Willimantic","http://www.easternct.edu"
"South Carolina Governor's School for the Arts and Humanities","US","SC","Greenville",""
"Pace University","US","NY","New York","http://pace.edu/"
"Amarillo High School","US","TX","Amarillo",""
"Katholieke Universiteit","BE","","Leuven","http://www.kuleuven.be/"
"Chester College of New England","US","NH","Chester",""
"State University of New York","US","NY","Buffalo","http://www.buffalo.edu"
"Trinity Preparatory School","US","FL","Winter Park","http://www.trinityprep.org"
"Cocoa High School","US","FL","Cocoa",""
"Junction City High School","US","OR","Junction City","http://www.junctioncity.k12.or.us/jchs/"
"Granby High School","US","VA","Norfolk","http://ww2.nps.k12.va.us/education/school/school.php?sectiondetailid=200"
"Milford High School","US","OH","Milford",""
"Oswego State University","US","NY","Oswego","http://www.oswego.edu"
"Emerald Ridge High School","US","WA","Puyallup","http://www.erhs.org"
"Springfield High School","US","TN","Springfield","http://shs.robcoschools.org/"
"University of Louisville","US","KY","Louisville","http://www.louisville.edu"
"Lewis and Clark College","US","OR","Portland","http://www.lclark.edu"
"Western Hills High School","US","KY","Frankfort","http://www.franklin.k12.ky.us/whhs/index.htm"
"Frostburg State University","US","MD","Frostburg",""
"Claremont McKenna College","US","CA","Claremont",""
"Napoleon High School","US","OH","Napoleon","http://www.napoleon.k12.oh.us/HighSchool/default.htm"
"Lincoln High School","US","SD","Sioux Falls","http://sf.k12.sd.us/high/lincoln/"
"Lewis S. Mills High School","US","CT","Burlington","http://www.region10ct.org/LSM/index.html"
"Titusville High School","US","PA","Titusville","http://www.gorockets.org/"
"Belle River District High School","CA","On","Belle River",""
"Northern Lights Secondary School","CA","On","Moosonee","http://www.nlss.on.ca"
"Ursuline High School","US","CA","Santa Rosa",""
"Brevard Community College","US","FL","Melbourne","http://www.brevard.cc.fl.us/"
"Kutztown Area High School","US","PA","Kutztown",""
"Lockhart High School","US","TX","Lockhart","http://lockhartisd.org"
"Long Beach High School","US","MS","Long Beach","http://www.lbsd.k12.ms.us/page.cgi?page=hs/static/main.xml"
"Stanwood High School","US","WA","Stanwood","http://www.stanwood.wednet.edu/shs/"
"Appleton East High School","US","WI","Appleton",""
"Albion College","US","MI","Albion","http://www.albion.edu"
"Urbana High School","US","MD","Ijamsville",""
"University of Oklahoma","US","OK","Norman","http://www.ou.edu"
"George Mason University","US","VA","Fairfax","http://www.gmu.edu"
"Hilton Head High School","US","SC","Hilton Head Island","http://beaufort.schoolnet.com/hhhs"
"Green Bay West High School","US","WI","Green Bay",""
"Columbia College","US","SC","Columbia",""
"Riverview Community High School","US","MI","Riverview",""
"Sussex Technical High School","US","DE","Georgetown","http://sussex.de.schoolwebpages.com/education/school/school.php?sectionid=2"
"Pullman High School","US","WA","Pullman",""
"Franklin Community High School","US","IN","Franklin","http://www.fcsc.k12.in.us"
"Francis Howell High School","US","MO","St. Charles","http://fhh.fhsd.k12.mo.us/"
"Whitman College","US","WA","Walla Walla",""
"Taylor Allderdice High School","US","PA","Pittsburgh",""
"John F. Kennedy High School","US","LA","New Orleans",""
"Ashland High School","US","OR","Ashland",""
"Madison East High School","US","WI","Madison","http://www.madison.k12.wi.us/east/"
"Grossmont College","US","CA","El Cajon","http://www.grossmont.edu"
"Tennessee Tech University","US","TN","Cookeville","http://www.tntech.edu/"
"Ba Y Shore High School","US","NY","Bay Shore","http://www.bayshore.k12.ny.us/bshs/"
"Hudson High School","US","FL","Hudson","http://hhscobras.pasco.k12.fl.us/"
"Staples High School","US","CT","Westport","http://www.stapleshigh.net"
"Kingswood-Oxford School","US","CT","West Hartford","http://www.kingswood-oxford.org"
"Desoto High School","US","MO","Desoto",""
"Effingham County High School","US","GA","Springfield",""
"Rogers State University","US","OK","Claremore",""
"West Carrollton High School","US","OH","West Carrollton",""
"Stantonbury Campus","UK","","Milton Keynes","http://www.stantonbury.org.uk"
"Modesto Junior College","US","CA","Modesto","http://gomjc.org"
"University of Virginia","US","VA","Charlottesville","http://www.virginia.edu/"
"Liberty High School","US","MO","Liberty",""
"Talawanda High School","US","OH","Oxford","http://www.talawanda.net"
"Francis W. Parker School","US","IL","Chicago","http://fwparker.org"
"Riverview High School","US","FL","Sarasota",""
"Rock Valley College","US","IL","Rockford","http://www.rockvalleycollege.edu"
"Charles A. Sprague High School","US","OR","Salem",""
"Harrison High School","US","MI","Farmington Hills",""
"Rivier College","US","NH","Nashua","http://www.rivier.edu"
"Theodore Roosevelt High School","US","OH","Kent","http://kent.k12.oh.us/kcs/campus/roosevelt.php"
"Washington University","US","MO","St. Louis","http://www.wustl.edu"
"Victoria School of Performing and Visual Arts","CA","Ab","Edmonton","http://victoria.epsb.net/"
"Galloway School","US","GA","Atlanta","http://www.gallowayschool.org"
"Bryan Station High School","US","KY","Lexington","http://www.bshs.fayette.k12.ky.us/"
"Cuny Hunter College","US","NY","New York",""
"Mesa Verde High School","US","CA","Citrus Heights",""
"Abraham Lincoln High School","US","CA","San Jose","http://lincolnhighsanjose.org/"
"Gaston High School","US","OR","Gaston",""
"Renton Technical College","US","WA","Renton",""
"Doherty Memorial High School","US","MA","Worcester","http://www.wpsweb.com/doherty/home.htm"
"W. T. Woodson High School","US","VA","Fairfax","http://www.fcps.edu/woodsonhs/"
"Electronic Classroom of Tomorrow","US","OH","Columbus","http://ecotohio.org/ecot_dayinthelife.html"
"Susquehanna University","US","PA","Selinsgrove","http://www.susqu.edu"
"Whitmer High School","US","OH","Toledo",""
"Clinton High School","US","MI","Clinton","http://www.clinton.k12.mi.us"
"North Lake College","US","TX","Irving","http://www.northlakecollege.edu/"
"Jefferson Community College","US","KY","Louisville","http://www.jefferson.kctcs.edu/"
"Atlanta College of Art","US","GA","Atlanta",""
"Whitman-Hanson Regional High School","US","MA","Whitman","http://www.whrsd.ma.k12.us"
"Newberry High School","US","FL","Newberry","http://www.sbac.edu/~nhs/"
"Rincon High School","US","AZ","Tucson",""
"Paul K. Cousino High School","US","MI","Warren","http://www.wcs.k12.mi.us/cousino/"
"King City Secondary School","CA","On","King City","http://www.kingcity.ss.yrdsb.edu.on.ca/"
"Grafton High School","US","VA","Yorktown","http://yorkcountyschools.org/ghs/"
"Gimli High School","CA","Mb","Gimli",""
"R. L. Paschal High School","US","TX","Fort Worth",""
"Coconut Creek High School","US","FL","Coconut Creek",""
"Lebanon Union High School","US","OR","Lebanon","http://www.lebanon.k12.or.us/"
"Vashon Island High School","US","WA","Vashon",""
"Spring Hill College","US","AL","Mobile","http://www.shc.edu"
"North East High School","US","FL","Fort Lauderdale",""
"Lafayette High School","US","MO","St. Joseph",""
"George Ball High School","US","TX","Galveston","http://www.ballhigh.org/"
"Franklin High School","US","MD","Reisterstown",""
"Joseph Case High School","US","MA","Swansea",""
"Southern Regional High School","US","NJ","Manahawkin",""
"Barren County High School","US","KY","Glasgow","http://www.trojan2000.org"
"Sulphur High School","US","LA","Sulphur","http://www.cpsb.org/sulphur/"
"White Hall High School","US","AR","White Hall","http://godogs.arsc.k12.ar.us/"
"Butler Traditional High School","US","KY","Louisville",""
"Chelsea High School","US","AL","Chelsea",""
"Finlandia University","US","MI","Hancock",""
"Weber State University","US","UT","Ogden","http://www.weber.edu"
"James Logan High School","US","CA","Union City","http://www.jlhs.nhusd.k12.ca.us/"
"Cabrillo Community College","US","CA","Aptos","http://www.cabrillo.edu"
"Notre Dame High School","US","CA","Sherman Oaks","http://www.ndhs.org"
"Tarleton State University","US","TX","Stephenville","http://www.tarleton.edu"
"Cousino High School","US","MI","Warren","http://www.wcs.k12.mi.us/cousino/"
"Wilkes University","US","PA","Wilkes-Barre","http://www.wilkes.edu"
"Plainedge High School","US","NY","North Massapequa",""
"Georgetown Middle/high School","US","MA","Georgetown","http://www.georgetown.k12.ma.us"
"Vanderbilt University","US","MA","Nashville","http://www.vanderbilt.edu"
"Simon's Rock College of Bard","US","MA","Great Barrington","http://www.simons-rock.edu"
"Kinnelon High School","US","NJ","Kinnelon","http://www.kinnelonpublicschools.org/KHS/index.tpl"
"Alabama School of Math and Science","US","AL","Mobile","http://www.asms.net"
"Thornlea Secondary School","CA","On","Thornhill","http://www.thornlea.ca"
"Havre de Grace High School","US","MD","Havre de Grace",""
"Friendswood High School","US","TX","Friendswood",""
"Gardiner Area High School","US","ME","Gardiner","http://www.sad11.k12.me.us/hs"
"B.T. Washington High School","US","FL","Pensacola","http://www.btwash.org"
"City University of New York at Brooklyn College","US","NY","Brooklyn","http://www.brooklyn.cuny.edu"
"Crescent Heights High School","CA","Ab","Calgary","http://schools.cbe.ab.ca/b815/"
"Westdale Secondary School","CA","On","Hamilton",""
"University of North Alabama","US","AL","Florence","http://www.una.edu"
"Ursuline High School","US","OH","Youngstown",""
"Edgewood High School of the Sacred Heart","US","WI","Madison","http://www.edgewoodhs.org"
"Western Michigan University","US","MI","Kalamazoo","http://www.wmich.edu"
"Spartanburg High School","US","SC","Spartanburg","http://spartanhigh.org"
"Royal West Academy","CA","Qc","Montreal West","http://www.emsb.qc.ca/royalwest/"
"Coastal Carolina Community College","US","NC","Jacksonville",""
"Souhegan Cooperative High School","US","NH","Amherst","http://www.sprise.com/shs"
"William Henry Harrison High School","US","OH","Harrison","http://www.southwestschools.org/hsindex.html"
"Heritage High School","US","VA","Lynchburg","http://www.lynchburg.org/"
"J. J. Pearce High School","US","TX","Richardson","http://www.risd.org/schools/phs/index.htm"
"Alberni District Secondary School","CA","Bc","Port Alberni",""
"Prince Edward Collegiate Institute","CA","On","Picton","http://www.hpedsb.on.ca/peci/pecindex.htm"
"Buckeye Local High School","US","OH","Rayland",""
"California Institute of Technology","US","CA","Pasadena","http://www.caltech.edu"
"Hardin-Simmons University","US","TX","Abilene","http://www.hsutx.edu/"
"Southwest Missouri State University","US","MO","Springfield",""
"Riverside High School","US","WV","Belle",""
"Las Positas Community College","US","CA","Livermore","http://www.clpccd.cc.ca.us/lpc/"
"Notre Dame Academy","US","NY","Staten Island","http://www.notredameacademy.org"
"University of Rochester","US","NY","Rochester","http://www.rochester.edu"
"California State University Sonoma","US","CA","Rohnert Park","http://www.sonoma.edu"
"Manchester High School","US","CT","Manchester","http://mhsweb.ci.manchester.ct.us/"
"Kinder High School","US","LA","Kinder",""
"James Buchanan High School","US","PA","Mercersburg","http://jbhs.tus.k12.pa.us/"
"University of Science and Arts of Oklahoma","US","OK","Chickasha","http://www.usao.edu"
"Tri-County Regional Vocational Technical High School","US","MA","Franklin","http://tricounty.tc"
"Fairfield Ludlowe High School","US","CT","Fairfield",""
"Ridgeview High School","US","CA","Bakersfield",""
"George W. Jenkins High School","US","FL","Lakeland","http://www.polk-fl.net/gjhs"
"Liverpool High School","US","NY","Liverpool",""
"Central Connecticut State University","US","CT","New Britain","http://www.ccsu.edu"
"Bayonne High School","US","NJ","Bayonne",""
"University of New England","US","ME","Biddeford","http://www.une.edu"
"Courtland High School","US","VA","Spotsylvania","http://www.spotsylvania.k12.va.us/chs/index.htm"
"John Ehret High School","US","LA","Marrero","http://ehret.jppss.k12.la.us/"
"Parkersburg High School","US","WV","Parkersburg",""
"Southeast Bulloch High School","US","GA","Brooklet","http://www.bulloch.k12.ga.us/sbhs"
"Avery County High School","US","NC","Newland","http://ww2.avery.k12.nc.us/ahs/achsindex.html"
"Bergen Community College","US","NJ","Paramus","http://www.bergen.edu"
"Troy High School","US","OH","Troy","http://www.troy.k12.oh.us"
"New York University","US","NY","New York","http://www.nyu.edu"
"Rancho Cotate High School","US","CA","Rohnert Park",""
"Advanced Technologies Academy","US","NV","Las Vegas",""
"Ouachita Parish High School","US","LA","Monroe",""
"Mater Dei High School","US","CA","Santa Ana","http://www.materdei.org"
"Alisal High School","US","CA","Salinas","http://www.salinas.k12.ca.us/alisal/"
"Andover Highschool","US","MI","Bloomfield Hills",""
"St. Peter's College","US","NJ","Jersey City","http://www.spc.edu"
"Mount Hood Community College","US","OR","Gresham",""
"Seneca College of Applied Arts and Technology","CA","On","Toronto",""
"Centaurus High School","US","CO","Lafayette",""
"Naperville Central High School","US","IL","Naperville","http://www.ncusd203.org/central/index_ie.shtml"
"Our Lady of Lourdes High School","US","NY","Poughkeepsie","http://www.ladyoflourdes.net"
"Warren Township High School","US","IL","Gurnee","http://www.wths.net"
